:ID,:LABEL,entity_type,canonical_name,normalized_name,aliases,source_types,source_records:int,properties_json
Drug::肥皂等清洁剂,Drug,Drug,肥皂等清洁剂,肥皂等清洁剂,肥皂等清洁剂,structured,1,{}
Drug::肺宝三效片,Drug,Drug,肺宝三效片,肺宝三效片,肺宝三效片,pdf,1,{}
Drug::肺炎链球菌,Drug,Drug,肺炎链球菌,肺炎链球菌,肺炎链球菌,pdf,1,{}
Drug::肺表面活性物质,Drug,Drug,肺表面活性物质,肺表面活性物质,肺表面活性物质,pdf,1,{}
Drug::肼丙苯醚,Drug,Drug,肼丙苯醚,肼丙苯醚,肼丙苯醚,pdf,1,{}
Drug::肼屈嗪,Drug,Drug,肼屈嗪,肼屈嗪,肼屈嗪|肼苯哒嗪,pdf|unstructured,8,{}
Drug::肼苯呋嗪,Drug,Drug,肼苯呋嗪,肼苯呋嗪,肼苯呋嗪,pdf,1,{}
Drug::肼苯哒嗪,Drug,Drug,肼苯哒嗪,肼苯哒嗪,肼苯哒嗪,pdf,7,{}
Drug::肼苯达嗪,Drug,Drug,肼苯达嗪,肼苯达嗪,肼苯达嗪,pdf,3,{}
Drug::肼苯酞嗪,Drug,Drug,肼苯酞嗪,肼苯酞嗪,肼苯酞嗪,pdf,2,{}
Drug::肼酞嗪,Drug,Drug,肼酞嗪,肼酞嗪,肼酞嗪,pdf,1,{}
DrugClass::肾上腺受体阻滞剂,DrugClass,DrugClass,肾上腺受体阻滞剂,肾上腺受体阻滞剂,肾上腺受体阻滞剂,structured,1,{}
Drug::肾上腺皮质激素,Drug,Drug,肾上腺皮质激素,肾上腺皮质激素,肾上腺皮质激素,pdf|structured|unstructured,56,{}
Drug::肾上腺皮质激素类药物,Drug,Drug,肾上腺皮质激素类药物,肾上腺皮质激素类药物,肾上腺皮质激素类药物,pdf,1,{}
Drug::肾上腺糖皮质激素,Drug,Drug,肾上腺糖皮质激素,肾上腺糖皮质激素,肾上腺糖皮质激素,pdf|structured,5,{}
Drug::肾上腺素,Drug,Drug,肾上腺素,肾上腺素,肾上腺素,pdf|structured|unstructured,83,{}
Drug::肾上腺素能受体结合剂,Drug,Drug,肾上腺素能受体结合剂,肾上腺素能受体结合剂,肾上腺素能受体结合剂,pdf,2,{}
DrugClass::肾上腺能神经阻滞剂,DrugClass,DrugClass,肾上腺能神经阻滞剂,肾上腺能神经阻滞剂,肾上腺能神经阻滞剂,structured,1,{}
Drug::肾上腺色腙,Drug,Drug,肾上腺色腙,肾上腺色腙,肾上腺色腙片,structured,2,"{""approval_number"": """", ""instruction"": ""口服:一次2.5～5.0mg(1~2片)，一日3次。"", ""ingredient"": ""本品主要成份为肾上腺色腙。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/64/15/ooYBAGJp8omAFSQwAAGvYIQdC4w287.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/14/o4YBAGJp8omAJw9LAAG9Ys6tJOI605.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/14/oYYBAGJp8omAXyp4AAGTF2A_eO4981.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/15/ooYBAGJp8omAYVRnAAG6uercf6M526.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/14/o4YBAGJp8omAS6npAAHXlXGcxPw530.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/14/oYYBAGJp8omAILgxAAFQ4JSyZwo154.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/15/ooYBAGJp8omAL2ZxAAEj2nItM7o587.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/14/o4YBAGJp8omAI5i7AAGrKzx254I105.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/14/oYYBAGJp8omAFnu3AAHLQ3lfFXw217.jpg""]}"
Drug::肾毒性或耳毒性药物,Drug,Drug,肾毒性或耳毒性药物,肾毒性或耳毒性药物,肾毒性或耳毒性药物,unstructured,17,{}
Drug::肾毒性药,Drug,Drug,肾毒性药,肾毒性药,肾毒性药,structured,1,{}
Drug::肾毒性药物,Drug,Drug,肾毒性药物,肾毒性药物,肾毒性药物,structured,1,{}
Drug::肾石通,Drug,Drug,肾石通,肾石通,肾石通颗粒,structured,3,"{""approval_number"": """", ""instruction"": ""温开水冲服，一次 1袋，一日 2次。"", ""ingredient"": ""金钱草 王不留行 蓄 延胡索 鸡内金（烫） 丹参 木香 瞿麦 牛膝 海金沙"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/37/50/oYYBAGIPX3qADVmGAAUl9Mgu__o346.jpg""]}"
Drug::肿节风注射液,Drug,Drug,肿节风注射液,肿节风注射液,肿节风注射液,pdf,2,{}
Drug::胃乐,Drug,Drug,胃乐,胃乐,胃乐胶囊,structured,2,"{""approval_number"": """", ""instruction"": ""口服，一次2-3粒，一日3次。"", ""ingredient"": ""白及、木香、甘草提取物、薄荷油、颠茄流浸膏、橙皮酊、氧化镁、碳酸钙、氢氧化铝。"", ""picture"": []}"
Drug::胃加强片,Drug,Drug,胃加强片,胃加强片,胃加强片,pdf,1,{}
Drug::胃复宁,Drug,Drug,胃复宁,胃复宁,胃复宁胶囊,structured,3,"{""approval_number"": ""国药准字Z61020120"", ""instruction"": ""口服，一次4～6粒，一日3次。"", ""ingredient"": ""本品成分麦芽（炒)，六神曲（炒），颠茄浸膏， 鸡蛋壳。"", ""picture"": []}"
Drug::胃复安,Drug,Drug,胃复安,胃复安,胃复安,pdf,21,{}
Drug::胃宁散,Drug,Drug,胃宁散,胃宁散,胃宁散,pdf,1,{}
Drug::胃康灵,Drug,Drug,胃康灵,胃康灵,胃康灵胶囊|胃康灵颗粒,structured|unstructured,7,"{""approval_number"": """", ""instruction"": ""开水冲服。一次1袋，一日3次。饭后服用。"", ""ingredient"": ""白芍、白及、三七、甘草、茯苓、延胡索、海螵蛸、颠茄浸膏。辅料为糊精和蔗糖。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/64/0B/o4YBAGJp8VGAP3ZtAAGdRO318gY945.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/0B/oYYBAGJp8VGAC6vqAAG24BAo5gI498.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/0C/ooYBAGJp8VGAEd-aAAGEoaVRPFI460.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/0B/o4YBAGJp8VGASlp7AAG6MwEgFWQ942.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/0B/oYYBAGJp8VGAJICOAAGrhXti0dk132.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/0C/ooYBAGJp8VGAfm_AAAIrnRA81aQ216.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/0B/o4YBAGJp8VGACnlXAAJpFiknJb8963.jpg""]}"
Drug::胃康胶囊,Drug,Drug,胃康胶囊,胃康胶囊,胃康胶囊,unstructured,1,{}
Drug::胃得乐,Drug,Drug,胃得乐,胃得乐,胃得乐,pdf,1,{}
Drug::胃抗酸药,Drug,Drug,胃抗酸药,胃抗酸药,胃抗酸药,unstructured,1,{}
Drug::胃欣舒,Drug,Drug,胃欣舒,胃欣舒,胃欣舒胶囊,structured,2,"{""approval_number"": """", ""instruction"": ""口服，一次2粒，一日3次。"", ""ingredient"": ""大黄、海螵蛸、浙贝母、颠茄浸膏、甘草浸膏、维生素U。"", ""picture"": []}"
Drug::胃热清胶囊,Drug,Drug,胃热清胶囊,胃热清胶囊,胃热清胶囊,unstructured,2,{}
Drug::胃疡平,Drug,Drug,胃疡平,胃疡平,胃疡平,pdf,2,{}
Drug::胃痛宁,Drug,Drug,胃痛宁,胃痛宁,胃痛宁片,structured,3,"{""approval_number"": """", ""instruction"": ""口服，一次3片，一日2-3次"", ""ingredient"": ""蒲公英提取物、龙胆粉、甘草干浸液、小茴香油、天仙子浸膏、氢氧化铝。辅料为羟丙甲纤维素、滑石粉、二氧化钛、乳糖、淀粉、硬脂酸镁、色素为黄氧化铁。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/64/10/ooYBAGJp8g6AAXdvAALOm4OdzvU080.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/0F/o4YBAGJp8g6Aet1xAAFkN9rS5ho584.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/0F/oYYBAGJp8g6AdIKBAAHnHjbEnqI295.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/10/ooYBAGJp8g6AajNnAAFksHp2NZk938.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/0F/o4YBAGJp8g6AcjxEAAKpyvNrZs0479.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/0F/oYYBAGJp8g6AP63iAAJElWNnuZo643.jpg""]}"
Drug::胃舒平,Drug,Drug,胃舒平,胃舒平,胃舒平,pdf|unstructured,8,{}
Drug::胃蛋白酶,Drug,Drug,胃蛋白酶,胃蛋白酶,胃蛋白酶,pdf|structured|unstructured,14,{}
Drug::胃蛋白酶口服溶液,Drug,Drug,胃蛋白酶口服溶液,胃蛋白酶口服溶液,胃蛋白酶口服溶液,structured,3,"{""approval_number"": """", ""instruction"": ""口服。一次20毫升，一日2~3次，饭后服用。"", ""ingredient"": ""本品主要成份为胃蛋白酶，胃蛋白酶系自猪、羊或牛的胃粘膜中提取制得。每1毫升中胃蛋白酶活力不得少于14单位。辅料为：防腐剂（苯甲酸钠）、蔗糖、桔子香精、乙醇、糖精钠、焦糖、纯化水。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/37/45/oYYBAGIPXsGABiuUAAG8u2Xd1Gw228.jpg"", ""https://file.fh21static.com/fhfile1/M00/37/45/oYYBAGIPXsGAWN5XAADZWaIOjlk356.jpg"", ""https://file.fh21static.com/fhfile1/M00/37/46/ooYBAGIPXsGAIxgfAAA-r8wpSKQ207.jpg"", ""https://file.fh21static.com/fhfile1/M00/37/46/ooYBAGIPXsGADWMHAAE4-1K4EIM007.jpg"", ""https://file.fh21static.com/fhfile1/M00/37/46/ooYBAGIPXsGALZojAAF4myJjQNg797.jpg"", ""https://file.fh21static.com/fhfile1/M00/37/45/o4YBAGIPXsGAfr4RAAGsHJae6WI206.jpg"", ""https://file.fh21static.com/fhfile1/M00/37/45/o4YBAGIPXsGAQEclAAHF3icfkj8169.jpg"", ""https://file.fh21static.com/fhfile1/M00/37/45/o4YBAGIPXsGAOFYeAAGcccA4XXw715.jpg""]}"
Drug::胃蛋白酶合剂,Drug,Drug,胃蛋白酶合剂,胃蛋白酶合剂,胃蛋白酶合剂,pdf|unstructured,5,{}
Drug::胃蛋白酶片,Drug,Drug,胃蛋白酶片,胃蛋白酶片,胃蛋白酶片,unstructured,1,{}
Drug::胃酶,Drug,Drug,胃酶,胃酶,胃酶,pdf,1,{}
Drug::胃酶合剂,Drug,Drug,胃酶合剂,胃酶合剂,胃酶合剂,structured,3,{}
Drug::胃酸化剂,Drug,Drug,胃酸化剂,胃酸化剂,胃酸化剂,unstructured,31,{}
Drug::胃长宁,Drug,Drug,胃长宁,胃长宁,胃长宁,pdf,1,{}
Drug::胆囊造影剂,Drug,Drug,胆囊造影剂,胆囊造影剂,胆囊造影剂,structured,1,{}
Drug::胆汁酸,Drug,Drug,胆汁酸,胆汁酸,胆汁酸,unstructured,1,{}
Drug::胆汁酸结合树脂,Drug,Drug,胆汁酸结合树脂,胆汁酸结合树脂,胆汁酸结合树脂,structured,1,{}
Drug::胆汁酸螯合剂,Drug,Drug,胆汁酸螯合剂,胆汁酸螯合剂,胆汁酸螯合剂,unstructured,1,{}
Drug::胆矾,Drug,Drug,胆矾,胆矾,胆矾,pdf,1,{}
Drug::胆红素,Drug,Drug,胆红素,胆红素,胆红素|胆红质,pdf,3,{}
Drug::胆胃康,Drug,Drug,胆胃康,胆胃康,胆胃康胶囊,structured,3,"{""approval_number"": ""国药准字Z20025134"", ""instruction"": ""口服， 一次1～2粒，一日3次；饭后服用。"", ""ingredient"": ""青叶胆、西南黄芩、枳壳、竹叶柴胡、白芍、泽泻、茯苓、茵陈、淡竹叶、灯芯草。"", ""picture"": []}"
Drug::胆茶碱,Drug,Drug,胆茶碱,胆茶碱,胆茶碱,unstructured,1,{}
Drug::胆通,Drug,Drug,胆通,胆通,胆通,pdf,2,{}
Drug::胆酰牛磺酸,Drug,Drug,胆酰牛磺酸,胆酰牛磺酸,胆酰牛磺酸,pdf,1,{}
Drug::胆龙止喘片,Drug,Drug,胆龙止喘片,胆龙止喘片,胆龙止喘片,pdf,1,{}
Drug::胍乙啶,Drug,Drug,胍乙啶,胍乙啶,呱乙啶|胍乙啶,pdf|structured|unstructured,52,{}
Drug::胞磷胆碱,Drug,Drug,胞磷胆碱,胞磷胆碱,胞磷胆碱,pdf,1,{}
Drug::胞磷胆碱钠,Drug,Drug,胞磷胆碱钠,胞磷胆碱钠,胞磷胆碱钠注射液|胞磷胆碱钠片,structured,6,"{""approval_number"": ""国药准字H14021994"", ""instruction"": ""静脉滴注:一日0.25～0.5g，用5%或10%葡萄糖注射液稀释后缓缓滴注，每5～10日为一疗程；单纯静脉注射:每次100～200mg。肌肉注射:一日0.1～0.3g，分1～2次注射。"", ""ingredient"": ""本品主要成份:胞磷胆碱钠。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/37/39/ooYBAGIPXm2AehrNAAHb0PE-pUs291.jpg"", ""https://file.fh21static.com/fhfile1/M00/37/38/oYYBAGIPXm2AUlexAAHFWrB8LKs924.jpg"", ""https://file.fh21static.com/fhfile1/M00/37/39/ooYBAGIPXm2AV7uXAAEYRY8Pxjs475.jpg"", ""https://file.fh21static.com/fhfile1/M00/37/38/o4YBAGIPXm6AAUSCAAGr8PiCWbk419.jpg"", ""https://file.fh21static.com/fhfile1/M00/37/39/ooYBAGIPXm6AHO6oAAFRQ8EtHcg269.jpg""]}"
Drug::胞磷胆碱钠氯化钠,Drug,Drug,胞磷胆碱钠氯化钠,胞磷胆碱钠氯化钠,胞磷胆碱钠氯化钠注射液,structured,3,"{""approval_number"": ""国药准字H20063689"", ""instruction"": ""静脉缓缓滴注。一日0.25~0.5g，5~10日为一疗程。"", ""ingredient"": ""本品主要成份为胞磷胆碱钠、氯化钠，辅料为注射用水。"", ""picture"": []}"
Drug::胞磷胆碱钠葡萄糖,Drug,Drug,胞磷胆碱钠葡萄糖,胞磷胆碱钠葡萄糖,胞磷胆碱钠葡萄糖注射液,structured,3,"{""approval_number"": ""国药准字H20050858"", ""instruction"": ""静脉缓慢滴注。一日0.25～0.5g，5～10日为一疗程。"", ""ingredient"": ""本品主要成分为胞磷胆碱钠。"", ""picture"": []}"
Drug::胡椒碱,Drug,Drug,胡椒碱,胡椒碱,胡椒碱,pdf,2,{}
Drug::胰升血糖素,Drug,Drug,胰升血糖素,胰升血糖素,胰升血糖素,structured,1,{}
